0	what does jamaican people speak
1	what did james k polk do before he was president
2	who plays ken barlow in coronation street
3	where is jamarcus russell from
4	where was george washington carver from
5	what else did ben franklin invent
6	who was richard nixon married to
7	who is governor of ohio 2011
8	who was vice president after kennedy died
9	where is the fukushima daiichi nuclear plant located
10	what countries are part of the uk
11	what is my timezone in louisiana
12	what did st augustine do
13	who is keyshia cole dad
14	what kind government does egypt have
15	what town was martin luther king assassinated in
16	where did edgar allan poe died
17	what to do today in atlanta with kids
18	what electorate does anna bligh represent
19	where did andy murray started playing tennis
20	what is the australian dollar called
21	what timezone is sweden
22	who did cam newton sign with
23	what county is frederick md in
24	what highschool did harper lee go to
25	what timezone is utah in
26	who did george w. bush run against for the second term
27	who is niall ferguson 's wife
28	where is the galapagos islands located on a world map
29	what are the songs that justin bieber wrote
30	what did george clemenceau do
31	what is the state flower of arizona
32	where was rihanna born and raised
33	what year did president william henry harrison take office
34	where george lopez was born
35	where are samsung based
36	what did the islamic people believe in
37	who will play mr gray in the film
38	what did george orwell died of
39	what country did adolf hitler control
40	who is michael buble
41	what county is kansas city kansas
42	who did jackie robinson first play for
43	when did annie open
44	where did eleanor roosevelt die
45	what are the religions practiced in indonesia
46	what was jesse james killed with
47	who was vp for lincoln
48	what other books did charles dickens write
49	who was the first dictator of the soviet union
50	what is the currency of puerto rico called
51	what kind of cancer did carl wilson have
52	who plays the voice of kitt in knight rider
53	what county is brentwood tennessee in
54	who did michael j fox marry
55	what battles did stonewall jackson fight in
56	what language do the maasai tribe speak
57	who did benjamin franklin get married to
58	what disease did patrick swayze died from
59	what works of art did leonardo da vinci produce
60	what capital of austria
61	what type of cancer did eva peron have
62	what country did buddha come from
63	what county is greeley colorado in
64	what did peter tchaikovsky do
65	which countries speak german officially
66	what type of music did john lennon sing
67	who are the colorado representatives
68	which country does greenland belong to
69	what the zip code for seattle washington
70	who is willow smith mom name
71	what do you call the chinese writing system
72	who played on the jeffersons
73	what is the name of the san francisco newspaper
74	what continent does armenia belong to
75	what did randy savage died of
76	what was the title of the book charles darwin wrote
77	where did richard nixon die
78	what songs does smokey robinson sing
79	who was vice president when jfk was president
80	what is serbian language called
81	what language is spoken in haiti today
82	who played barbara gordon batgirl
83	what basketball teams has shaq played for
84	where is jay leno from
85	what language do people from thailand speak
86	who did armie hammer play in the social network
87	what was thomas jefferson role in the declaration of independence
88	what was the book written by charles darwin
89	who did tim tebow play college football for
90	who does peyton manning play football for
91	where is the carpathian mountain range located
92	what was robert burns
93	who did the voice of darth vader in episode 3
94	what super bowl did peyton manning win
95	which country was justin bieber born in
96	who fought in the gulf war 1991
97	who plays london tipton in suite life on deck
98	what team did david beckham play for in 2011
99	where did francisco coronado come from
100	what all does google now do
101	what language does egyptian people speak
102	what are abraham sons names
103	who wrote the jana gana mana
104	what type of cancer did gilda radner die of
105	who plays juni cortez
106	what was lucille ball
107	who inspired obama
108	who is michael j fox wife
109	where did dolly parton grow up
110	what type of books did agatha christie wrote
111	what are the four main languages spoken in spain
112	where is the nra headquarters located
113	who is gimli 's father in the hobbit
114	who developed the tcp ip reference model
115	what college did albert einstein go to
116	what team does jordan own
117	who is the state governor of tennessee
118	what do portuguese people speak
119	what language does cuba speak
120	what are the sights to see in madrid
121	what instruments did louis armstrong play
122	what year was george w bush elected
123	what time zone am i in california
124	where is mission san buenaventura located
125	what time in hilo hawaii
126	where did rudolf virchow conduct his research
127	what university did gordon brown attend
128	what countries does greece share borders with
129	what year did the seahawks win the superbowl
130	what did stephen hawking become famous for
131	who plays donna noble
132	what was dr seuss education
133	where did queensland get its name from
134	what document did james madison write
135	what are the three official languages of belgium
136	who played bilbo in lord of the rings
137	what airport do you fly into to get to destin fl
138	what do you call members of the senate
139	what countries are part of the baltic
140	what team does colin kaepernick play for
141	where did joe flacco attend college
142	who is emma stone father
143	where was theodore roosevelt buried
144	who was the leader of the us during wwii
145	what artistic movement did henri matisse belong to
146	where the missouri river ends
147	what type of currency do they use in thailand
148	who is khloe kardashian 's husband
149	what state does romney live in
150	what type of government does france use
151	who rules denmark right now
152	what did stephen hawking study
153	where did bristol palin go to school
154	what region of the world is egypt associated with
155	what did dr. seuss do
156	where did drew brees go to college wikianswers
157	what school did ben roethlisberger go to
158	where did the iroquois indians come from
159	what kind of guitar did george harrison use
160	what language do navajo people speak
161	what places make up new england
162	what type of government does iraq have now
163	where was the vietnam war location
164	who did gerald ford select as his vice president when he became president
165	what is the currency used in italy
166	what is the capital of modern egypt
167	what school did sir ernest rutherford go to
168	what position does brandon roy play
169	where is harvard university
170	where is laos in world map
171	where is tyrese gibson from
172	what countries are near italy
173	which states does the colorado river run through
174	who did scarlett johansson date
175	which continents were part of the roman empire
176	where was elvis costello born
177	where are the gobi desert located on a map
178	what type of government does the us follow
179	in which continent is germany
180	what language turkey people speak
181	who does jeremy lin play for
182	where is the seychelles on world map
183	where did william morris go to college
184	what state is mount st. helens in
185	who is jimmy savile
186	where were the seneca indians located
187	when did florida marlins join mlb
188	what countries have spanish as the national language
189	what to see in phoenix arizona
190	what countries does the panama canal go through
191	what is charlie chaplin famous for
192	what did fred durst do
193	who did the chargers draft in 2011
194	where do american bulldogs originate from
195	what colleges did albert einstein teach at
196	who plays the voice of brian on family guy
197	where did george w bush live as a child
198	what year was the first miss america pageant held
199	what was nikola tesla inventions
200	where did flemish people come from
201	what state new york city belong to
202	what was the cause of death for bruce lee
203	what type of government does usa follow
204	what type of currency do they use in england
205	where was benjamin franklin educated
206	what countries included in the uk
207	what countries in the world speak chinese
208	where obama went to school
209	what is the primary language of china
210	who was the soviet leader during world war ii
211	which of the following does australia export the most
212	where was the city of david
213	what is cindy sherman known for
214	what tv shows did shawnee smith play in
215	what does australia use for currency
216	which airport to fly into rome
217	what is there to do for fun in kansas city
218	where was martin luther king jr raised
219	what year was lebron james rookie season
220	where does delaware river start
221	what kind of monarchy does japan have
222	where did mitt romney 's parents come from
223	when did michael jordan return to the nba
224	where was mission san rafael located
225	who was esther 's husband
226	who 's dating claire danes
227	what county is st paul va in
228	what type of sports do japanese play
229	which countries share a border with russia
230	where did the latin language originate from
231	what school did karl benz go to
232	what movies has carmen electra been in
233	when do world war ii end
234	where did morgan freeman graduate
235	who was carolus linnaeus
236	what type of government does germany have now
237	what kind of government does libya have today
238	what time zone is anaheim california
239	what year did the orioles go to the world series
240	who is sir francis bacon
241	what were amelia earhart 's achievements
242	what are the official colors of the dallas cowboys
243	where did margaret hoover go to college
244	what is jamie oliver children names
245	where does bradley walsh live
246	who is the head coach of inter milan
247	who did reese witherspoon get married to
248	what kind of money should i take to costa rica
249	where is the ufc headquarters
250	who plays captain kirk in star trek
251	who does albert pujols play for 2012
252	what kind of government is sweden
253	where was country singer george jones born
254	what did shakespeare become famous for
255	where does russia import from
256	what is the money of switzerland called
257	what do people in australia speak
258	what has ian somerhalder acted in
259	what movies did ron howard director
260	what did gerald r ford die from
261	what two continents is turkey on
262	where did kevin love go to college
263	what type of government was formed when italy unified
264	where was the temple of karnak built
265	what movies did morgan freeman star in
266	who did john kennedy have affairs with
267	what type of money to take to cuba
